vehicle_type,speed,heading,zone_type,gps_confidence,road_health,distance_to_polygon,hour_of_day,risk_category
Police,87.2,280.7,None,0.842,55.0,1244.9,23,MEDIUM
Ambulance,61.3,107.3,Hospital,0.947,70.6,0.0,8,MEDIUM
Tanker,96.2,252.9,None,0.89,23.1,665.9,8,MEDIUM
Bus,85.3,94.0,Bridge,0.822,42.6,157.2,20,MEDIUM
Bike,26.4,248.4,RoadBlock,0.821,25.3,0.0,12,MEDIUM
Lorry,45.5,324.4,Hospital,0.678,55.9,186.6,5,MEDIUM
Bike,41.6,15.1,Hairpin,0.7,65.9,0.0,2,MEDIUM
Tanker,99.4,39.5,None,0.939,21.9,1368.3,4,MEDIUM
Ambulance,22.5,307.1,None,0.485,88.1,2696.1,5,LOW
Tanker,6.9,301.9,Accident,0.78,46.2,127.2,2,MEDIUM
Truck,46.7,153.5,Hairpin,0.712,72.1,47.0,20,MEDIUM
Bus,106.7,237.0,None,0.906,57.5,1705.2,17,MEDIUM
Ambulance,20.8,125.1,Accident,0.948,37.2,0.0,0,HIGH
Lorry,25.5,197.5,Hospital,0.823,95.0,0.0,3,MEDIUM
Bus,11.2,299.5,Construction,0.992,24.3,0.0,17,MEDIUM
Bus,60.1,68.0,Flood,0.807,22.2,110.0,5,MEDIUM
Car,19.9,275.5,None,0.946,35.7,2403.1,5,LOW
Bike,68.0,23.0,School,0.345,41.0,160.7,16,HIGH
Ambulance,52.5,324.8,Flood,0.297,29.9,0.0,1,HIGH
Bus,65.1,260.5,Bridge,0.858,55.8,55.6,11,LOW
Tanker,104.8,274.7,None,0.714,71.9,211.1,7,MEDIUM
Truck,32.1,326.5,Bridge,0.835,59.1,0.0,20,MEDIUM
Car,10.4,226.8,Hospital,0.846,93.4,0.0,4,MEDIUM
Police,39.0,38.4,None,0.791,52.6,153.0,21,LOW
Bike,5.7,5.7,None,0.978,89.6,904.2,16,LOW
Bike,91.5,237.8,None,0.844,35.8,2949.9,19,MEDIUM
Ambulance,75.3,133.8,None,0.596,79.1,2205.9,16,LOW
Bus,22.1,213.6,None,0.441,85.2,2930.9,4,MEDIUM
Lorry,66.8,52.1,Hospital,0.725,82.0,170.4,11,MEDIUM
Truck,29.3,312.8,None,0.887,33.5,1306.5,12,LOW
Container,20.2,186.7,School,0.789,15.6,0.0,15,HIGH
Car,45.1,114.8,RoadBlock,0.919,91.4,0.0,20,MEDIUM
Police,75.3,50.9,Flood,0.735,72.1,120.9,9,MEDIUM
Bus,15.5,337.3,School,0.841,18.3,0.0,14,HIGH
Ambulance,38.1,225.9,None,0.621,20.1,542.5,22,LOW
Lorry,27.2,60.4,None,0.744,87.5,594.7,4,LOW
Car,39.6,25.8,Bridge,0.311,59.7,0.0,20,MEDIUM
Tanker,55.8,161.3,None,0.884,57.2,697.7,1,LOW
Ambulance,92.2,358.9,None,0.902,73.4,2249.3,2,MEDIUM
Container,22.8,304.7,None,0.856,97.0,2269.8,1,LOW
Police,0.6,48.4,Hospital,0.765,20.2,0.0,10,MEDIUM
Bike,67.7,285.9,Accident,0.984,64.9,0.0,3,MEDIUM
Bike,92.2,323.1,None,0.626,16.8,296.1,1,MEDIUM
Lorry,16.8,52.9,None,0.888,43.1,301.9,0,LOW
Container,65.0,41.8,None,0.802,80.8,992.7,11,LOW
Tanker,24.5,168.9,None,0.848,17.5,2125.8,1,MEDIUM
Auto,21.0,113.7,Construction,0.964,73.2,0.0,15,MEDIUM
Bike,79.7,249.4,Hairpin,0.835,76.7,46.5,17,MEDIUM
Auto,100.3,192.0,Hospital,0.946,98.5,0.0,12,MEDIUM
Police,12.5,94.5,None,0.924,16.7,1570.2,4,LOW
Lorry,97.3,15.2,Hospital,0.731,80.7,26.8,12,HIGH
Lorry,43.7,353.5,Hairpin,0.642,50.5,0.0,9,MEDIUM
Bus,73.6,344.7,RoadBlock,0.917,25.2,0.0,18,MEDIUM
Bus,54.3,4.3,None,0.755,19.2,1885.2,17,LOW
Lorry,109.7,12.5,School,0.913,90.9,0.0,5,HIGH
Tanker,49.2,293.7,None,0.665,54.9,743.3,2,LOW
Bus,88.6,105.7,None,0.965,14.5,205.6,3,MEDIUM
Police,54.6,77.2,None,0.841,22.2,1781.1,19,LOW
Container,78.1,242.5,None,0.659,52.2,667.5,8,MEDIUM
Bike,10.2,338.9,None,0.935,26.0,1651.6,20,LOW
Bike,78.5,142.3,Flood,0.705,83.4,111.6,21,MEDIUM
Auto,103.8,326.4,None,0.678,54.9,2484.6,19,MEDIUM
Lorry,20.2,120.1,Bridge,0.776,66.3,0.0,13,MEDIUM
Container,79.5,260.2,None,0.686,99.9,874.2,15,LOW
Ambulance,25.4,224.0,Hairpin,0.764,51.9,51.4,9,MEDIUM
Tanker,24.6,343.8,Construction,0.956,87.6,0.0,17,MEDIUM
Lorry,62.4,192.0,Bridge,0.926,83.3,0.0,4,MEDIUM
Bike,51.0,208.2,None,0.775,68.8,2496.4,13,LOW
Ambulance,97.8,208.1,None,0.874,27.7,2862.3,9,LOW
Bus,98.7,11.8,None,0.882,46.5,670.0,21,MEDIUM
Container,67.6,356.7,Hairpin,0.809,26.1,0.0,12,HIGH
Bus,16.7,34.3,None,0.436,14.8,949.6,15,MEDIUM
Container,50.7,95.7,None,0.904,37.0,2580.1,3,LOW
Police,55.7,343.4,None,0.884,82.4,2195.6,12,LOW
Ambulance,68.2,149.7,None,0.862,82.1,2695.7,7,LOW
Auto,82.6,257.4,Accident,0.986,18.4,0.0,5,HIGH
Auto,84.8,315.0,None,0.705,43.8,2032.0,2,MEDIUM
Truck,39.4,7.3,School,0.783,28.5,0.0,17,HIGH
Truck,30.6,216.7,Flood,0.81,43.7,0.0,0,MEDIUM
Car,31.1,144.6,Flood,0.944,38.5,0.0,11,MEDIUM
Container,100.9,4.7,Hospital,0.969,70.2,0.0,5,HIGH
Container,13.3,187.5,Construction,0.7,15.4,0.0,18,MEDIUM
Car,37.8,42.2,School,0.796,45.1,0.0,5,MEDIUM
Police,104.9,192.2,Construction,0.658,96.9,0.0,18,MEDIUM
Bike,105.0,50.6,Hospital,0.647,44.0,2.4,9,HIGH
Police,45.6,81.9,None,0.645,45.4,964.3,5,LOW
Bike,70.8,36.3,Construction,0.698,84.7,0.0,19,MEDIUM
Tanker,9.7,72.6,Hairpin,0.951,51.5,0.0,10,MEDIUM
Police,37.4,119.1,None,0.635,37.4,371.3,11,LOW
Tanker,12.6,107.0,None,0.793,89.5,1342.2,20,LOW
Ambulance,18.9,353.9,None,0.973,95.6,2547.2,7,LOW
Tanker,91.3,349.7,None,0.792,27.1,1501.4,6,MEDIUM
Bus,101.8,61.5,Flood,0.633,97.3,0.0,2,HIGH
Truck,33.4,140.2,Flood,0.964,88.5,0.0,14,MEDIUM
Truck,104.3,97.8,None,0.801,12.4,2154.3,10,MEDIUM
Auto,80.7,283.4,Bridge,0.967,70.8,20.0,15,MEDIUM
Truck,20.6,238.2,None,0.929,25.9,1676.8,22,LOW
Police,105.4,225.5,Hairpin,0.946,26.0,0.0,5,HIGH
Container,94.4,313.4,Hospital,0.786,49.5,0.0,1,HIGH
Tanker,40.2,188.8,None,0.374,62.0,969.9,5,MEDIUM
Police,82.9,36.7,None,0.929,97.3,1616.4,22,LOW
Police,20.6,115.1,Flood,0.619,55.1,0.0,23,MEDIUM
Ambulance,34.9,185.3,None,0.674,69.0,1530.6,18,LOW
Bus,87.5,173.1,School,0.784,70.1,0.0,8,HIGH
Police,19.7,184.8,None,0.906,69.6,2712.4,4,LOW
Bus,106.6,77.8,Bridge,0.839,92.7,41.4,19,MEDIUM
Tanker,102.7,189.3,RoadBlock,0.944,58.7,97.2,5,MEDIUM
Car,53.0,31.6,None,0.602,38.5,112.6,22,LOW
Auto,100.2,273.1,None,0.93,57.3,378.5,10,LOW
Police,106.1,320.9,RoadBlock,0.774,53.3,0.0,4,HIGH
Bike,63.5,156.4,None,0.839,91.1,2127.6,16,LOW
Bike,20.8,204.7,RoadBlock,0.745,51.5,0.0,23,MEDIUM
Police,29.4,320.1,None,0.63,26.3,513.9,17,LOW
Police,43.2,35.6,Hairpin,0.815,59.2,0.0,10,MEDIUM
Auto,104.5,250.8,Hospital,0.642,83.8,0.0,13,HIGH
Auto,94.7,222.4,Bridge,0.539,63.1,0.0,18,MEDIUM
Tanker,12.3,203.8,None,0.995,21.1,1376.5,20,LOW
Lorry,89.3,113.1,None,0.92,84.9,2285.6,12,LOW
Bike,51.3,272.0,Bridge,0.779,50.9,0.0,7,MEDIUM
Police,11.2,36.6,Bridge,0.957,18.5,0.0,0,MEDIUM
Truck,94.1,264.8,None,0.792,83.9,1606.3,17,MEDIUM
Bike,40.4,244.9,None,0.987,60.2,2533.9,0,LOW
Tanker,83.9,42.6,Hairpin,0.825,45.3,0.0,18,HIGH
Bike,77.7,342.1,None,0.776,37.7,2576.2,3,MEDIUM
Ambulance,49.8,358.4,None,0.859,80.4,253.0,5,LOW
Lorry,82.4,18.9,School,0.72,47.4,160.8,13,HIGH
Lorry,32.5,95.4,None,0.952,80.9,2060.1,0,LOW
Tanker,45.3,321.7,Accident,0.738,56.0,136.4,9,MEDIUM
Ambulance,45.5,232.3,Accident,0.98,63.0,0.0,6,MEDIUM
Container,2.8,70.4,Construction,0.945,56.7,0.0,9,MEDIUM
Bike,3.9,125.4,Hospital,0.911,95.8,0.0,4,MEDIUM
Car,53.6,143.6,Bridge,0.789,98.9,0.0,8,LOW
Truck,41.8,147.8,None,0.51,47.5,2178.5,10,LOW
Bike,100.8,330.6,None,0.813,21.1,1508.6,16,MEDIUM
Auto,17.5,207.1,None,0.961,20.2,545.6,2,LOW
Truck,108.9,123.7,None,0.824,25.8,2765.8,5,MEDIUM
Lorry,88.1,82.7,None,0.894,47.4,1341.3,23,MEDIUM
Auto,51.6,309.2,Hospital,0.854,16.7,0.0,5,MEDIUM
Bus,24.2,129.7,RoadBlock,0.853,97.0,0.0,20,MEDIUM
Container,76.5,290.9,None,0.96,99.3,160.0,13,LOW
Bike,23.9,280.0,None,0.96,52.7,2916.2,6,LOW
Auto,45.3,78.3,None,0.912,47.5,1621.8,18,LOW
Truck,104.8,179.4,Bridge,0.955,15.1,67.1,15,MEDIUM
Police,10.4,30.6,None,0.442,36.6,2190.6,10,LOW
Lorry,68.6,287.1,Hairpin,0.671,51.7,0.0,14,HIGH
Auto,39.6,219.7,None,0.832,46.7,1232.9,0,LOW
Container,90.2,10.7,None,0.942,90.0,676.9,13,MEDIUM
Car,24.4,303.8,None,0.795,33.5,2308.2,14,LOW
Truck,56.1,163.6,Construction,0.867,93.4,43.5,4,MEDIUM
Bike,92.2,250.6,None,0.449,70.8,872.6,3,MEDIUM
Car,42.8,132.4,None,0.751,19.8,702.0,7,LOW
Ambulance,66.8,262.8,None,0.739,72.8,732.3,1,LOW
Car,34.7,10.8,None,0.481,83.6,2242.3,21,LOW
Bus,15.5,124.8,None,0.967,80.3,552.3,12,LOW
Tanker,18.9,298.3,None,0.904,64.2,2906.7,13,LOW
Bike,24.5,77.0,None,0.885,42.8,618.1,2,LOW
Tanker,36.5,341.5,None,0.908,56.6,2433.6,0,LOW
Tanker,77.5,87.5,None,0.992,30.1,915.0,5,MEDIUM
Bus,1.1,329.2,Construction,0.866,98.4,0.0,3,MEDIUM
Tanker,78.4,129.1,None,0.928,33.0,2198.0,10,MEDIUM
Bus,29.7,306.5,RoadBlock,0.483,17.0,169.4,2,MEDIUM
Tanker,65.8,312.3,None,0.523,96.2,2566.4,17,MEDIUM
Truck,90.3,168.5,None,0.813,40.7,2089.6,17,MEDIUM
Truck,52.6,29.3,None,0.949,79.0,2278.4,1,LOW
Ambulance,18.4,35.3,Hospital,0.952,88.3,188.9,10,LOW
Car,49.9,28.5,Flood,0.944,62.5,0.0,3,MEDIUM
Auto,97.8,222.6,School,0.819,56.5,0.0,15,HIGH
Container,24.9,251.2,None,0.913,52.9,2934.3,17,LOW
Bus,36.8,352.7,Bridge,0.953,81.1,0.0,10,LOW
Auto,10.4,295.2,Construction,0.738,20.2,129.5,0,MEDIUM
Bus,108.2,215.7,Accident,0.785,47.5,172.2,21,HIGH
Ambulance,106.7,46.4,School,0.869,69.0,54.8,16,MEDIUM
Auto,38.4,356.2,RoadBlock,0.851,85.7,0.0,17,MEDIUM
Ambulance,70.1,212.0,RoadBlock,0.671,64.2,194.5,21,MEDIUM
Bike,104.9,81.6,None,0.929,33.9,740.5,11,LOW
Auto,38.5,288.9,None,0.831,30.5,126.1,18,LOW
Lorry,85.9,304.1,Construction,0.945,71.2,31.5,13,MEDIUM
Auto,24.9,102.6,None,0.911,85.2,1461.6,0,LOW
Ambulance,35.5,148.1,RoadBlock,0.774,31.5,155.7,8,MEDIUM
Auto,98.0,190.0,Accident,0.938,15.0,133.5,18,MEDIUM
Lorry,53.4,4.3,Flood,0.872,38.0,18.6,1,MEDIUM
Lorry,83.6,188.3,Hairpin,0.892,42.9,143.1,2,HIGH
Bus,69.1,233.8,RoadBlock,0.962,20.8,0.0,3,HIGH
Lorry,83.7,88.4,Construction,0.96,44.4,128.5,0,HIGH
Container,9.9,165.0,RoadBlock,0.596,96.2,0.0,4,MEDIUM
Truck,75.1,35.5,None,0.884,72.6,1681.2,10,LOW
Ambulance,1.9,267.1,None,0.918,11.1,2964.4,14,LOW
Bus,67.3,151.8,RoadBlock,0.925,95.5,0.0,11,MEDIUM
Lorry,106.8,37.9,None,0.909,15.4,2584.4,15,MEDIUM
Ambulance,84.5,134.9,Hairpin,0.979,79.5,0.0,0,HIGH
Bus,17.6,287.2,Hairpin,0.911,92.3,0.0,23,MEDIUM
Tanker,55.3,33.3,RoadBlock,0.874,20.9,0.0,3,HIGH
Bus,89.8,205.5,None,0.859,73.5,1181.9,8,MEDIUM
Car,58.6,350.8,None,0.979,80.5,2547.9,16,LOW
Police,73.5,56.8,None,0.882,35.7,2824.4,9,LOW
Police,100.6,15.5,RoadBlock,0.708,61.9,65.8,8,MEDIUM
Ambulance,63.3,61.3,None,0.894,68.5,2702.7,5,LOW
Police,50.5,3.0,Flood,0.787,39.1,0.0,7,MEDIUM
Ambulance,73.1,88.0,Bridge,0.864,74.5,85.7,16,LOW
Bus,21.0,28.8,Construction,0.96,63.4,0.0,23,MEDIUM
Tanker,71.0,309.9,Construction,0.91,62.6,0.0,21,MEDIUM
Tanker,43.1,297.0,None,0.753,75.3,2497.9,0,LOW
Truck,22.4,78.3,Bridge,0.946,48.0,0.0,8,MEDIUM
Bike,109.6,280.3,Accident,0.833,42.6,70.8,15,HIGH
Car,75.6,166.4,Flood,0.956,95.6,0.0,10,MEDIUM
Bike,22.6,140.5,None,0.875,61.4,1291.1,18,LOW
Police,8.8,225.9,RoadBlock,0.777,16.1,0.0,3,MEDIUM
Ambulance,47.4,147.6,None,0.945,31.3,2066.1,22,LOW
Auto,63.4,272.0,RoadBlock,0.892,84.8,48.3,12,MEDIUM
Auto,50.7,69.8,None,0.984,32.0,2836.2,3,LOW
Auto,40.4,238.6,RoadBlock,0.729,93.2,0.0,10,MEDIUM
Container,95.6,245.7,None,0.946,46.8,540.0,15,MEDIUM
Bike,107.7,323.5,None,0.757,19.5,2711.6,15,MEDIUM
Bike,96.9,268.5,School,0.627,67.7,75.2,2,HIGH
Bus,70.0,258.5,Bridge,0.496,91.8,0.0,1,MEDIUM
Ambulance,14.7,43.0,Hospital,0.771,51.6,0.0,21,MEDIUM
Bike,17.7,136.9,None,0.735,27.8,1072.9,22,LOW
Lorry,87.5,65.5,RoadBlock,0.837,87.9,0.0,3,HIGH
Car,31.4,49.2,None,0.809,28.7,2430.6,3,LOW
Auto,63.1,219.9,None,0.746,43.4,1564.3,6,LOW
Lorry,92.4,53.4,Construction,0.486,70.3,0.0,8,HIGH
Bike,7.1,260.1,Bridge,0.851,73.6,0.0,15,LOW
Bike,4.1,82.6,Accident,0.951,94.2,199.7,22,MEDIUM
Police,47.7,81.5,RoadBlock,0.876,22.1,0.0,10,MEDIUM
Bike,42.6,126.3,Bridge,0.747,68.9,176.5,8,LOW
Container,15.3,45.6,None,0.864,29.2,2034.3,14,LOW
Bus,94.8,234.1,School,0.956,38.7,186.0,3,HIGH
Auto,81.7,48.1,School,0.956,53.1,43.4,8,MEDIUM
Bus,72.6,120.0,Bridge,0.421,55.8,141.2,1,MEDIUM
Lorry,50.7,41.7,RoadBlock,0.916,83.8,0.0,4,MEDIUM
Car,49.7,88.8,None,0.795,61.2,2888.9,7,LOW
Car,70.1,157.9,Construction,0.784,56.3,166.2,23,MEDIUM
Tanker,104.7,179.9,None,0.738,12.5,2226.7,4,MEDIUM
Bus,86.2,251.5,None,0.88,94.1,765.5,12,LOW
Container,63.7,288.8,Hairpin,0.834,79.6,144.8,5,MEDIUM
Ambulance,84.2,154.7,Construction,0.783,91.7,0.0,5,MEDIUM
Bus,62.0,189.2,None,0.901,32.0,2775.5,3,MEDIUM
Bus,61.3,189.0,None,0.454,62.6,1624.6,22,MEDIUM
Bike,20.0,100.7,None,0.793,17.9,2022.7,14,LOW
Auto,46.6,45.0,RoadBlock,0.902,93.9,0.0,13,MEDIUM
Police,46.2,344.5,None,0.95,66.5,2756.5,10,LOW
Lorry,49.8,224.8,School,0.658,44.0,0.0,12,HIGH
Bike,95.0,125.1,None,0.863,78.6,1440.1,2,MEDIUM
Truck,36.9,326.8,Flood,0.599,94.2,0.0,7,MEDIUM
Bike,33.2,126.9,Construction,0.875,85.9,111.1,15,LOW
Auto,79.8,108.7,Flood,0.688,38.4,0.0,16,MEDIUM
Lorry,85.3,268.8,Flood,0.888,58.5,0.0,1,HIGH
Auto,72.9,153.5,Hospital,0.643,35.3,0.0,17,HIGH
Container,40.2,61.9,Hospital,0.93,48.0,0.0,8,MEDIUM
Bus,14.4,232.5,Accident,0.427,81.8,0.0,13,HIGH
Lorry,108.4,49.5,Flood,0.896,38.6,0.0,22,HIGH
Bike,16.8,115.0,Flood,0.859,13.2,168.2,14,MEDIUM
Bike,4.9,325.3,Hospital,0.89,37.5,54.6,10,MEDIUM
Tanker,13.0,214.4,None,0.709,19.7,1719.0,0,MEDIUM
Car,10.7,205.4,School,0.679,34.9,126.4,22,MEDIUM
Car,0.8,142.2,Hospital,0.869,75.9,0.0,5,MEDIUM
Auto,80.9,103.8,Hospital,0.556,33.2,0.0,22,HIGH
Truck,31.9,157.2,None,0.928,92.7,1046.0,17,LOW
Car,35.6,202.5,School,0.85,58.0,156.6,4,MEDIUM
Container,62.0,85.9,None,0.816,80.3,674.4,21,LOW
Bike,80.1,5.7,None,0.973,35.5,2980.5,9,LOW
Truck,63.8,203.4,Flood,0.94,39.8,150.6,21,MEDIUM
Police,40.9,355.0,None,0.807,58.6,2737.5,15,LOW
Truck,0.7,59.9,Flood,0.825,18.1,0.0,9,MEDIUM
Car,75.3,252.2,None,0.901,42.6,2047.7,12,LOW
Bike,23.5,290.8,None,0.878,41.5,2271.8,14,LOW
Auto,48.2,61.6,Hairpin,0.93,58.6,0.0,21,MEDIUM
Lorry,38.4,47.2,None,0.758,36.2,382.0,11,LOW
Truck,32.5,153.7,None,0.69,23.0,844.5,23,MEDIUM
Bike,28.2,209.3,Flood,0.695,27.5,0.0,12,MEDIUM
Lorry,21.9,264.6,None,0.889,22.6,258.3,4,MEDIUM
Bike,44.2,20.0,Bridge,0.48,92.5,0.0,11,LOW
Container,103.0,69.3,None,0.815,12.3,853.8,5,MEDIUM
Ambulance,100.7,239.9,Hairpin,0.79,28.4,31.1,22,HIGH
Police,109.3,119.9,Hairpin,0.825,93.0,0.0,6,MEDIUM
Auto,92.2,116.3,None,0.87,27.3,1227.6,19,MEDIUM
Car,34.4,33.9,Accident,0.815,13.6,0.0,2,HIGH
Car,56.5,353.7,Construction,0.771,71.7,0.0,8,MEDIUM
Truck,86.9,9.0,School,0.646,53.9,0.0,20,HIGH
Bus,25.2,207.7,None,0.911,71.5,1279.1,15,LOW
Lorry,64.7,73.8,RoadBlock,0.805,87.5,0.0,22,HIGH
Bike,66.4,213.3,Hospital,0.775,12.6,0.0,8,HIGH
Truck,79.4,199.1,Flood,0.956,32.2,52.4,12,MEDIUM
Tanker,106.5,318.6,Accident,0.939,26.3,18.5,18,HIGH
Tanker,94.0,207.8,None,0.926,68.0,2193.3,9,MEDIUM
Lorry,78.7,259.6,None,0.933,35.1,166.8,22,MEDIUM
Bike,94.6,135.4,None,0.952,61.0,328.9,6,LOW
Tanker,106.9,336.2,Hospital,0.613,39.2,0.0,1,HIGH
Tanker,109.3,156.3,None,0.901,57.6,901.1,5,MEDIUM
Container,102.9,224.5,None,0.966,87.8,2882.6,1,MEDIUM
Lorry,62.4,244.9,None,0.649,48.2,2064.3,10,MEDIUM
Bus,57.4,40.1,None,0.648,58.5,2323.2,6,LOW
Car,108.7,317.5,Hospital,0.719,27.8,0.0,12,HIGH
Tanker,94.3,38.9,None,0.899,47.6,1684.2,16,MEDIUM
Bike,18.3,95.5,School,0.95,86.1,0.0,23,MEDIUM
Lorry,13.2,6.4,Accident,0.701,92.5,0.0,10,MEDIUM
Bus,4.5,5.3,None,0.939,38.3,1192.0,19,LOW
Car,36.2,3.2,None,0.859,19.1,1378.6,1,LOW
Car,2.5,276.8,None,0.796,46.9,1590.8,7,LOW
Lorry,76.5,186.9,RoadBlock,0.937,64.8,0.0,6,MEDIUM
Tanker,69.4,320.5,None,0.872,19.5,1283.5,22,MEDIUM
Lorry,74.1,206.2,Flood,0.635,73.8,0.0,2,HIGH
Auto,42.9,284.0,None,0.927,29.6,1500.5,16,LOW
Truck,44.2,225.9,Hairpin,0.988,17.9,40.5,6,MEDIUM
Truck,81.3,100.4,RoadBlock,0.85,99.5,0.0,6,MEDIUM
Container,69.0,318.9,Bridge,0.269,82.7,0.0,13,MEDIUM
Truck,97.4,210.5,Hospital,0.885,71.3,126.0,16,MEDIUM
Container,18.0,184.7,None,0.5,56.4,1891.1,3,MEDIUM
Bike,32.5,342.1,None,0.998,12.8,1743.1,17,LOW
Bike,65.8,50.9,School,0.867,24.1,0.0,5,HIGH
Car,68.2,305.4,School,0.506,50.9,45.8,3,HIGH
Ambulance,108.5,170.6,Construction,0.812,28.2,55.9,4,HIGH
Bike,0.3,204.7,School,0.612,40.6,0.0,22,HIGH
Police,55.8,324.8,None,0.881,27.3,2137.6,8,LOW
Auto,74.6,196.7,Construction,0.685,48.6,31.2,13,MEDIUM
Auto,47.3,251.9,RoadBlock,0.965,43.1,0.0,11,MEDIUM
Container,37.8,216.5,Flood,0.909,48.7,0.0,2,MEDIUM
Truck,71.9,334.8,Construction,0.77,54.4,173.2,20,MEDIUM
Tanker,99.0,184.7,Construction,0.824,23.4,154.7,9,MEDIUM
Ambulance,82.6,302.6,None,0.68,82.5,2970.3,10,MEDIUM
Auto,95.1,186.8,Flood,0.474,79.4,0.0,6,MEDIUM
Bus,85.7,11.5,RoadBlock,0.979,84.9,186.8,19,MEDIUM
Truck,96.2,264.4,Bridge,0.851,80.4,0.0,8,MEDIUM
Ambulance,14.1,173.3,Hospital,0.493,15.7,0.0,8,HIGH
Tanker,0.0,116.8,Flood,0.904,60.0,121.1,17,MEDIUM
Car,38.1,6.7,None,0.721,76.1,1117.5,20,LOW
Container,33.5,72.4,Bridge,0.954,48.0,0.0,12,MEDIUM
Car,40.6,131.4,Construction,0.64,73.1,0.0,23,MEDIUM
Car,41.1,124.3,Hairpin,0.977,55.4,0.0,1,MEDIUM
Lorry,29.3,61.2,None,0.919,65.4,2948.0,12,LOW
Auto,8.2,176.0,Hospital,0.828,57.0,0.0,12,MEDIUM
Police,80.1,175.2,Hospital,0.763,76.2,0.0,23,HIGH
Bus,67.8,100.4,RoadBlock,0.566,47.4,0.0,10,HIGH
Ambulance,80.3,194.1,Accident,0.777,58.6,0.0,18,HIGH
Police,70.9,241.8,None,0.733,46.7,2312.3,17,LOW
Bus,13.7,68.8,RoadBlock,0.389,13.1,8.4,8,MEDIUM
Car,10.4,207.1,Construction,0.708,87.0,0.0,9,MEDIUM
Car,42.4,57.0,None,0.942,98.6,1359.7,6,LOW
Lorry,98.8,73.6,None,0.935,70.4,1067.1,21,MEDIUM
Bike,63.0,107.5,Flood,0.599,81.3,0.0,1,MEDIUM
Container,21.1,77.3,Construction,0.988,72.5,0.0,3,MEDIUM
Police,4.8,149.8,School,0.712,15.6,114.2,1,MEDIUM
Auto,71.0,57.3,Hospital,0.94,59.3,0.0,9,MEDIUM
Car,91.3,239.3,None,0.939,16.1,225.5,8,MEDIUM
Bus,76.5,339.2,None,0.811,71.0,2164.7,19,LOW
Auto,74.3,339.9,None,0.835,72.8,2632.3,19,LOW
Ambulance,34.1,298.1,None,0.948,70.9,1525.1,17,LOW
Auto,75.6,331.4,None,0.921,44.8,2761.4,2,MEDIUM
Tanker,40.5,329.2,Flood,0.797,50.4,85.5,11,MEDIUM
Auto,28.6,104.0,Bridge,0.76,74.1,0.0,10,LOW
Tanker,41.5,166.1,School,0.402,26.4,75.9,9,HIGH
Lorry,90.1,223.9,Accident,0.811,56.4,0.0,3,HIGH
Lorry,13.7,16.8,None,0.93,55.2,2079.1,4,LOW
Ambulance,55.5,341.4,None,0.866,73.8,2795.2,18,LOW
Car,78.8,278.5,None,0.756,58.0,1656.6,19,LOW
Bike,83.6,293.3,None,0.684,74.5,640.9,4,MEDIUM
Truck,10.2,206.3,None,0.708,88.8,2329.7,13,LOW
Car,92.7,63.2,None,0.717,26.4,2649.0,5,MEDIUM
Tanker,77.6,314.3,Bridge,0.976,35.6,76.5,19,LOW
Auto,10.1,203.4,None,0.78,85.1,1508.1,20,LOW
Bike,106.6,328.1,Flood,0.75,63.5,198.6,17,MEDIUM
Tanker,93.9,342.3,School,0.882,29.0,0.0,13,HIGH
Truck,64.0,39.3,Flood,0.811,12.6,145.9,18,MEDIUM
Container,104.2,179.3,School,0.799,46.3,32.1,4,HIGH
Container,54.6,194.0,Flood,0.623,38.9,0.0,21,MEDIUM
Bike,83.3,118.7,None,0.996,97.6,1556.2,18,LOW
Ambulance,94.2,70.1,Hospital,0.758,53.7,0.0,0,HIGH
Ambulance,86.9,304.8,Construction,0.976,59.4,163.6,21,MEDIUM
Lorry,89.6,31.1,None,0.769,28.5,2701.6,18,MEDIUM
Truck,16.4,246.5,None,0.516,97.7,482.3,6,LOW
Ambulance,43.1,154.5,Flood,0.963,47.4,0.0,18,MEDIUM
Tanker,49.1,77.8,None,0.866,47.8,1909.3,20,LOW
Car,69.2,0.0,Accident,0.586,83.5,0.0,7,MEDIUM
Bike,35.9,176.2,None,0.907,93.1,2629.9,19,LOW
Ambulance,65.0,205.5,Hospital,0.926,75.8,0.0,3,HIGH
Ambulance,13.9,157.7,RoadBlock,0.894,72.4,0.0,2,MEDIUM
Auto,8.4,202.2,None,0.652,54.0,2793.4,0,LOW
Truck,51.8,357.8,None,0.737,18.3,912.6,16,LOW
Tanker,14.5,335.0,Hospital,0.926,36.7,0.0,20,HIGH
Container,93.0,138.4,Hairpin,0.761,34.7,0.0,13,HIGH
Bike,40.2,16.2,RoadBlock,0.912,82.2,112.3,14,LOW
Bus,75.0,279.9,Hairpin,0.842,84.4,88.1,11,MEDIUM
Tanker,23.9,61.4,None,0.992,59.5,794.3,0,LOW
Police,41.6,105.0,None,0.985,44.7,929.4,19,LOW
Bus,109.8,26.4,Hairpin,0.79,46.1,164.9,14,HIGH
Ambulance,27.5,50.3,None,0.952,47.0,2159.1,21,LOW
Bus,27.0,6.7,None,0.839,55.9,780.8,0,LOW
Truck,96.5,62.2,None,0.793,41.9,148.9,23,MEDIUM
Police,53.3,74.1,None,0.985,78.0,1797.8,1,LOW
Auto,92.6,93.3,Hospital,0.912,84.3,0.0,0,HIGH
Bike,87.9,243.3,None,0.792,54.6,1412.9,2,MEDIUM
